PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50	PC51	PC52	PC53	PC54	PC55	PC56	PC57	PC58	PC59	PC60	PC61	PC62	PC63	PC64	PC65	PC66	PC67	PC68	PC69	PC70	PC71	PC72	PC73	PC74	PC75	PC76	PC77	PC78	PC79	PC80	PC81	PC82	PC83	PC84	PC85	PC86	PC87	PC88	PC89	PC90	PC91	PC92	PC93	PC94	PC95	PC96	PC97	PC98	PC99	PC100	PC101	PC102	PC103	PC104
0.0142371895199807	-0.13617838351936	-0.219491318855402	-0.10150531245481	-0.00933806484973512	-0.0184574278089726	-0.104298388205091	-0.059526890470227	0.118433265190789	-0.116448894881546	0.0199010709195958	-0.192251730915253	0.203557871001633	-0.0840468268828133	0.0812525095989879	-0.0952620337957168	0.160593167291915	-0.135588015479647	0.162445971930281	0.0461688095402883	-0.169502355586773	-0.0430024479576167	0.195756170891503	0.345057612014016	0.0458856347849297	-0.16686489267592	0.0902343101987295	-0.0960452655437735	0.0238906857947322	-0.301573094272342	0.047756859184452	-0.0215837411660419	0.327613218077963	-0.140668610440617	0.0882515987944406	-0.00698517322383377	0.0610157468304272	-0.188433148294206	0.142110512162478	-0.0844070593441628	-0.108722576701462	0.206536082550359	-0.242014111878513	0.0776198054283815	0.065771838850313	0.115931927144197	-0.0597593608876554	-0.0210138429594472	-0.0781410190626751	0.044810866432764	0.0574936715538183	0.0159741812723935	-0.0626728471531215	-0.0951247622207472	0.0160959706665702	0.076944203388271	0.00295187858198261	0.0172314065284427	-0.00509906396121418	-0.00742453548906692	-0.0127845556268051	-0.00317471053098212	-0.0292466784841515	-0.00232154892184637	-0.0184987529581211	0.0320883965896375	0.01234924465172	0.000135581722725145	0.0132593627934325	4.39257280625249e-05	0.0138652031684827	0.000836526740742742	0.00353115943366575	0.00383348021909688	0.00157951635731499	0.00376621800456869	0.0028942996840478	0.000233839280116382	0.000731853046288175	0.00246908761796085	0.000536460684775177	9.95772765035884e-05	0.00132391465998126	9.26633395503292e-07	2.60763852754679e-07	3.43945114939657e-08	4.27048480383503e-08	2.2523201088561e-07	7.5821771546035e-08	6.0440491638456e-08	9.12314189387686e-09	3.26987196727581e-08	8.40225973179054e-10	8.40420290053673e-08	2.40427668922276e-08	0	0	0	0	0	0	0	0	0
-0.00246576757796302	-0.159898461416547	-0.196669249820862	-0.0818245956763711	0.0677386984964427	0.0827801487323312	-0.127750393825485	-0.117447153462042	0.112171941751599	-0.0411438855281972	-0.0139942399070689	0.0743116368151849	-0.0574940394194676	0.127362752976716	0.0151221028430391	0.0465574773315726	0.0103351288519986	0.0965061695037221	-0.0817977241207848	-0.00518452120303191	-0.00740886261005327	-0.015867871471646	0.000517659073701333	-0.0514178313023226	-0.0562953000937961	-0.0284902800477842	-0.0787521935751736	-0.0800784369068175	0.0148386549730413	-0.0733387450392324	-0.00451770555826315	0.0417712257917592	-0.115508179055915	0.0265182998482421	-0.0413179390195905	-0.0573738758242772	0.0704575548707358	-0.0165920778087255	0.0611350545797743	-0.113275518357515	0.00903358457829311	0.031604967541367	-0.0394077147631641	-0.0269762942349102	-0.0526660177715987	-0.0242702250575982	0.0549850536469962	0.0283420943355547	-0.00341252366354874	-0.0722535107078606	0.0273513969579902	-0.0458699921149286	-0.0260006475244276	0.110846465773391	0.0391314972283346	-0.158900410760766	-0.135535506819913	0.0992466613238874	0.0742323391225075	0.212860979586901	0.0180646835625192	-0.260439718940393	0.00299541657856876	-0.0895223952771095	-0.0845318290970525	-0.252313288846712	-0.653338146434861	-0.0878112428416299	0.0598591255082678	0.167137111836316	0.00848877575738096	0.00333373941294853	-0.0229438361390682	-0.0100783117577186	0.00495257175356656	0.0140308919966996	-0.0171869693359526	-0.0661841106152205	-0.0546728032972292	0.00120945912425881	0.0186329466247009	0.0470990086431045	0.00561803483339266	-6.75514952580663e-06	4.16730267793831e-06	4.5978739447627e-07	-2.87253206374117e-07	1.09590598620835e-06	8.54540784887448e-08	-6.09349832893885e-07	-1.22358239022711e-07	-1.17261942145512e-07	3.86178009904284e-07	1.82836661902098e-08	4.47824599406579e-09	1.95471664309919e-17	4.21102106803919e-17	-1.82304721277356e-17	2.65190857208852e-17	-1.14256363041768e-16	-1.83189531698895e-16	-5.14204671124992e-17	-3.52559362072784e-17	-5.94937809063559e-16
-0.038338458310851	-0.114616139018378	-0.13505959261104	-0.184971922934576	0.124555855513463	-0.267793551947866	0.115488307629861	0.016339177013657	-0.000110067172830925	0.0945698594092525	-0.015178243805285	-0.022315948995446	-0.0136988268273916	-0.088570114633973	-0.00441954804607299	0.011031201971319	-0.0231458932895666	0.0547423970251153	-0.0450367681487203	-0.0394451846536688	-0.0449996310363693	0.032298995183638	-0.0653135836183258	-0.0524528359946303	0.0285860079438066	0.163694102274319	0.0466203517107745	0.112458416491769	0.051422990754596	0.024181317800994	-0.0380833685311217	0.0610519266184545	0.129851636723928	0.00233017915598015	0.0296231430999958	0.0149520588700868	0.0979319596067549	0.0533987724681573	-0.0520351861342553	0.060878687327851	-0.024798726421411	0.0953719259422212	-0.0319316151240906	-0.0300575720257295	-0.0792946686716206	-0.0118228304762386	0.0398362257106834	-0.0202141453748685	-0.119962086977038	0.144232194484483	-0.00917228965551869	0.0814377794466826	-0.0187898773137169	0.265774194085118	0.0431158505842477	-0.130151713796109	-0.0557730297374823	0.367064792180947	0.326637711936543	0.334171339831739	-0.265013336549548	0.00692972981676424	0.0920238194822074	0.224297706356431	0.0800219596417822	0.0460081812508107	0.207110547998236	-0.0253742022775875	0.100874838078821	-0.0335222845969929	-0.00165217750165245	-0.0813366985312923	-0.0172105297635927	-0.0148186357882724	-0.00944654782656386	-0.0251430958695565	-0.00162451579670765	-0.0037574720073712	-0.026722112756611	0.014151902620924	-0.0142670477788326	0.00114055309935257	-0.00469849819283704	1.98316800431835e-06	6.38377751310647e-07	1.03284461112468e-06	-2.1904776878823e-08	-5.84355234807435e-07	-9.69354518290086e-08	-1.32484272497393e-07	-2.33719725476211e-07	-9.76999067843182e-08	1.3417295384486e-07	-2.65362942552264e-07	-1.52032258078428e-08	-8.59500217317237e-17	-1.2251894912017e-16	1.82464690929527e-16	-2.44754872703768e-17	3.56785923995807e-17	6.4109182239354e-17	1.90088812197777e-16	1.12608132928525e-16	-1.71401464559232e-16
-0.0554800178904015	-0.0803466085947181	-0.127390476859428	-0.176206763337224	0.107393469064169	-0.325713012181874	0.232753587396409	0.0158175421181249	-0.066759708837473	0.0544835910148223	0.062802559121205	-0.0349729759887834	-0.107761185335563	-0.106228258293555	0.0362505349690337	0.0509161822271521	-0.0777149972683742	-0.0906960780914882	-0.101193606072474	0.0988887536750581	-0.100548151819604	-0.160662596751806	-0.140784467405641	-0.248149666645737	-0.187428372156205	-0.212845107892329	0.167700030165108	0.0116483292936958	0.280148912653464	0.228455258336435	-0.0733391126444815	0.0212745808505637	0.0450355288757079	-0.0161937002186501	-0.0581104304797569	0.0190066683169317	0.103080462562194	0.110222788777577	-0.085178963619074	-0.00670079361345656	-0.120784883573625	0.0962245722733514	-0.215110899645489	-0.0256631286658293	0.0632409550008637	0.0449338356379272	-0.043127013551011	-0.000422703610739703	-0.0222837033096605	-0.0149304208709294	0.0873170244849032	0.116403866571331	-0.0289717632913267	-0.20215034318681	-0.0930989343232957	0.0776848985184599	0.0428844845106436	-0.0833729320711649	-0.130333576457391	-0.105963445344585	0.0956045036894924	-0.0025158556271551	-0.0285317820711697	-0.0271910972735176	0.00242934770962733	0.0757988738679492	-0.215745234747887	0.118953143141125	-0.0559865136039982	-0.0937391276404455	-0.0954103264108911	0.0279224299458439	0.0396826089802639	-0.0250234254244786	0.00180307196879466	0.0496728346459115	-0.0238970177055493	0.00294640195097703	0.0196158147258089	-0.0113204890649161	0.00462597433226983	0.0110532366919623	-0.00411821814492491	-1.30454348579392e-06	-2.38023395433183e-06	-8.99145854942465e-07	1.87690463023293e-07	-3.15861297675709e-07	-1.72629927952677e-07	2.24149999515731e-07	-3.79570390723313e-07	-5.79835335995207e-08	-9.65748417098336e-08	-2.060620028645e-08	-3.18471126112165e-08	3.96089155932539e-17	7.94149202328552e-17	-1.13644308745574e-16	9.01664670750193e-18	-8.44722584292076e-17	-3.19712434757842e-17	1.39405065007917e-17	-6.28180185426943e-17	4.63368618813794e-16
-0.0128041662653406	-0.148987395822442	-0.158189247692431	-0.157741291911335	0.119481388779416	-0.0827677450735777	-0.0559284516829534	0.00465532320909826	0.0691522674816117	0.186734787623261	-0.145110277215727	0.0414443174172026	0.118775336729439	-0.0574933173876868	-0.0387545775133082	-0.0480126569024128	-0.177070193463897	0.197859781909797	-0.203706618177841	-0.0241739666395346	0.0414595497139074	-0.132846748593733	-0.068979181081909	0.0876648688790018	0.17471436940608	0.254323167204701	-0.12083625257655	0.093060203606786	-0.234962125588259	0.0847790112156613	-0.0905255974761862	-0.113273053208192	0.302722158512775	-0.0267886622767682	0.0553108460689694	-0.010165322836947	-0.146533120946649	0.0202432464010039	-0.154395147793275	0.177352907277025	-0.0721340566494575	0.177782772232559	0.127175746360882	-0.0258341763783598	-0.0113718627244625	0.0360013910608556	-0.0275238755950631	-0.0638291030610087	0.041715270198287	0.00200275006413669	-0.0163650577674719	-0.11580448220821	0.0175614918094379	-0.040862069383824	0.000513150030887814	0.0640753921986086	0.00787579387502093	-0.164332099741972	-0.142850365833389	-0.110415530547718	0.0595315918325231	0.0255270241709514	-0.0294349184817274	-0.0362425606432685	0.0426622975651355	0.101711655167389	-0.151152468281243	-0.153773004863426	-0.154769589307973	0.0646635990559246	0.20926865388263	0.000378465653865424	0.027545329740053	0.0513711254659418	-0.0431133614274179	-0.0956036536981772	0.068913639500453	0.0220451802208815	-0.00065287420035185	-0.00514693235597555	-0.0381884475751354	-0.0341985207619785	0.0224845410516901	2.21073709507723e-07	1.04198295319003e-06	1.63296879333595e-06	7.22997654911607e-07	1.17815790129835e-06	1.72541079533669e-08	-8.12524888627586e-08	6.24786709162456e-07	5.71085227378103e-08	2.31577346508923e-07	4.61510898006069e-07	-7.3129731506852e-08	4.50936081519741e-17	1.24007543019272e-16	-1.36183320810408e-17	7.62895561539984e-17	-1.65396858949964e-17	-1.10890772156915e-16	-8.83823371915252e-17	1.86113228104336e-17	-2.58729578471415e-16
0.00151752414066779	-0.162167472928407	-0.182442828276914	-0.106605339927436	0.0816842159396375	0.0713124732254493	-0.121231557711484	-0.0791273872099901	0.0555534528990202	0.0717158844123248	-0.0566939792559642	0.055560816326571	0.0923001565293431	0.0418855659867129	0.0104217890442077	0.0258565206681301	-0.0951188525828385	0.194912969057876	-0.211604887554921	0.0184028373869348	0.0161006042306092	-0.193369554865872	-0.00750804144634583	0.124091799807763	-0.0512293765471223	-0.102105272275563	-0.00973822051833887	-0.0196544567384821	0.152420575795641	-0.136269852153313	-0.286856335992066	-0.118461955972657	-0.135731104621573	0.18994456794044	-0.287271021281787	-0.0793339584010643	0.126863211996868	-0.120814177730064	0.134992277426741	-0.194451160129062	0.171122957446746	-0.145023051002112	0.0490870845908644	0.101467497859353	-0.0355925447269892	-0.241197350169434	-0.035023076075867	-0.010264389605495	0.0848965101592091	-0.0239579033902217	-0.00591213235795862	0.0588971659016454	-0.0553885368440309	-0.00728184498832571	-0.109239717568973	-0.00805990653667642	0.0743029415249431	-0.0193924217504549	0.00920467640477635	-0.0561320946229321	-0.0158305879123601	0.0541145568213224	-0.0108017473054361	0.0396223870595709	-0.0437761705378909	0.100285399193902	0.222770962884648	-0.00281895441380601	-0.0169038284631768	-0.102599101989666	-0.0336789779606577	-0.00601713657361976	0.0331154918968933	-0.0204236605402837	-0.0247791036030333	0.06144180495993	-0.0238862333857389	0.0393974871847156	-0.0991819224587095	-0.0708485571562761	-0.00727360248171403	-0.287099943336304	-0.0253854548287087	-6.11741201823076e-06	1.3563478473094e-06	1.10621390948204e-06	-1.21515192541125e-07	-3.94283826140424e-06	1.0053739290579e-06	2.4004206519489e-06	-1.33641133926835e-07	-4.17197358368232e-07	-1.8865673713264e-07	-2.10562066901838e-06	-1.37724411190295e-07	-1.56320087378974e-16	1.17614359391655e-16	-9.38999252330515e-17	-1.86862787864739e-16	5.27777626071507e-17	6.12858295750621e-17	-3.51774967772265e-17	9.99391034109569e-18	4.40142782393322e-16
-0.00777894626906191	-0.16574688552876	-0.177978493140536	-0.0856566686395913	0.0894566500001375	0.0763769364043902	-0.147947540704864	-0.124418647382287	0.142293067096051	-0.0541600725492214	-0.0832671112271165	0.0813361226970401	-0.118006364264679	0.13191212994419	0.0274382703118811	0.0666970667681276	0.0347044620244553	0.178114806957817	-0.0139841759449469	-0.108662250389695	-0.0891909696816221	-0.0126218958032542	-0.00505452041951638	-0.151433956403051	-0.142392674671655	-0.0226980948407656	-0.235533552620261	-0.000925933589760609	-0.129375950778257	0.0947790895842	0.290972193839209	-0.0472386372324763	-0.186949468080318	-0.0174403544017032	0.271096169555255	0.254985437274507	0.0815432879809514	0.109299449557886	0.12824528907566	0.0247340093647208	-0.189114721362324	-0.106631835240827	-0.171451959806665	0.125843340907332	0.0299131936788905	0.104430655175858	-0.0353412354164644	0.0834817760000407	0.0261862963460259	-0.041859143857877	0.0758113782994517	0.00503269662838048	0.00166132244832645	-0.0789463764681076	0.00954667056117723	-0.00256175267866519	0.0729429536849854	-0.00460702395030956	-0.0143171564493592	-0.0241856637563643	-0.0508788097993151	0.0563854415271815	-0.121319611465762	0.0465249368097399	-0.0728721930900185	0.117323864526828	0.1956255729874	0.0420194769547124	-0.0253904677071244	0.0511905182088817	-0.0996821512023875	-0.124674563894803	0.126765553735609	0.0675469104491963	-0.0034372537965327	-0.121938928910362	0.075590418865081	0.0167562974689778	0.116176435160281	0.11082118002941	-0.130629204642801	-0.065402124392073	-0.0498799303569142	2.13915683248401e-06	-4.95964432595422e-06	6.62159484617427e-07	1.96398382905453e-06	-1.02366182453935e-06	-6.48955166984932e-07	3.43253545701795e-07	-8.56344689200931e-07	4.47073366122628e-07	5.09507282124759e-07	9.39614842223441e-07	-2.34430018248891e-07	6.29004097753835e-17	-1.43311662464776e-16	-2.51412092599277e-17	-2.43720806799375e-17	9.10338541594426e-17	7.26645507258391e-18	3.98450262305323e-17	-2.05737287491658e-17	5.11005289662212e-16
-0.00184191900116918	-0.145256148649373	-0.220985908820255	-0.0484050163760283	0.0334860924145188	0.0991780782915182	-0.114138032108858	-0.146526731300965	0.141468951834198	-0.139792343383172	0.103304591717187	0.0921623960977128	-0.165212564337776	0.203124864798364	0.00662047432284285	0.0302299192071053	0.105358322594169	-0.067644178836987	0.0024495288555956	0.104461325570266	0.0907684182719326	0.134357950861253	0.00354632629414264	-0.166281416464926	0.0254579216340821	0.0864715131601213	0.0302411549932502	-0.204548723443643	0.0142013357419448	-0.103186184422061	0.0485686052763278	0.238941997153198	-0.091892445452477	-0.0583509613512516	-0.199902299405567	-0.24797941247783	-0.109257522055338	0.101946796704699	-0.156618018738521	0.0483614776252544	0.0900198983947619	0.284108244014093	0.0424564024412827	-0.264853479965869	-0.00572384815990524	0.131820019865679	0.048832720110331	-0.137640177379126	-0.0955821806262219	0.0453506687265667	0.00248824211716783	0.0468358162230968	0.0961858517406114	-0.0580308128720711	-0.091476658775381	-0.0281414977704356	0.0879777444688828	-0.0805702938468649	0.0367722363327475	-0.0877246665454338	0.00883122003982285	0.106176042485714	-0.0635308013957524	0.0506161709732131	0.0492090295987275	0.0643949848984614	0.172399776692717	0.0644183470855328	-0.0552701638631561	0.0157202387334787	0.0513135113101422	-0.0329115100675128	0.0569021960877848	-0.0502639935198605	-0.0851956776628482	-0.0367259148088042	0.0634545089122648	0.107356578129199	-0.0556910513405871	-0.0912330422703757	0.151856820507538	0.0424388338609884	0.0148894251365088	2.38842196881631e-06	4.14692240397685e-06	-9.99892519173013e-07	-1.61877716241221e-06	9.72960457580457e-08	4.32449310736149e-07	-1.51636623404963e-08	7.08215924208872e-07	3.48021910786452e-07	-1.18321770925849e-06	-5.04744206675168e-07	5.27303413985035e-07	-2.88665738347062e-17	1.83561086733794e-16	7.95154379778962e-18	-7.00623541766358e-17	4.58241118340744e-17	5.91734100581645e-17	1.79414307206587e-18	5.89366240329333e-17	2.2071190278075e-16
0.0220738935758337	-0.127105746571797	-0.231786248752026	-0.0219940616757504	-0.0484394680834858	0.119697164249795	-0.0421597231408916	-0.107680473503084	0.162183392918556	-0.249053081988451	0.286403399532638	-0.0380813682768791	-0.0446792256266634	0.228372518142616	-0.029364392311668	-0.144595141707592	-0.0662589995733121	-0.21500649605811	0.114833427315839	0.0198085484904682	0.0363359850486079	0.0994282274352577	-0.150432289425516	-0.0523940624459179	0.0774396670504489	-0.0431871053629769	0.236943563763613	0.130463730909554	-0.0195804243674171	0.274422184418477	-0.0918947167553451	-0.191269261384573	0.22468514651713	0.0330437831230647	0.0120179031300424	0.0915177615992778	-0.0697412566746018	-0.0189332902702206	-0.0426813914947783	0.1148775070336	0.0567407709813979	-0.222618754825566	0.117357785393772	0.127500369451491	-0.100121633922086	-0.132180038219492	-0.00832175103936819	0.0297145897380071	0.00289964060870263	-0.0234558713219424	0.0547200013227691	-0.0207826019940577	0.0245322343994507	0.0015396537517078	0.0424764864354765	0.0289709457005621	0.0584204480631939	-0.0389087291652772	-0.0428724623945903	0.0473154638661625	-0.124423520739297	0.230038608669072	0.0689364814716008	0.0468721177522711	-0.0442223537106672	-0.0406925476289086	-0.0569811856183096	-0.166261335772999	0.0806343805821109	0.048365658655597	-0.104854192785939	0.0468590660741311	-0.00183197273790192	-0.0143084936258536	0.065693836967435	0.0453958877350521	-0.0320136254111232	-0.000261101421482448	-6.50198334384243e-05	0.000819478034000939	-0.0379255109071924	0.00217859527809805	-0.00940844060778232	-3.83953135889034e-06	-3.28825951147626e-07	3.95265253466557e-07	2.335179783912e-07	-9.25046844844189e-07	-3.49024363538648e-07	-7.62064228567823e-08	-2.91303047074746e-08	-1.27477423448838e-07	9.76557334574247e-08	-2.65431405126084e-07	-1.91126438611519e-07	-8.01746873784691e-17	-1.03844727851158e-17	3.16900966685129e-17	7.08429692728504e-17	-3.16616608755015e-17	2.14864201867891e-17	-5.11765160425246e-17	-3.20026929420176e-17	-3.0740147217158e-16
-0.0310766341073686	-0.13265040702361	-0.166857271547046	-0.163001576189753	0.0741819716553924	-0.187855612557143	0.0223909834324789	0.00194686239964237	0.016923766198225	0.0627799195436725	-0.0620740676638702	-0.156511673321891	0.126888475781259	-0.10589469901192	0.104877608778498	0.00168255526797456	0.0933283949784574	-0.256766976203968	0.129788063320907	0.0616510655881904	-0.0480933790542999	-0.0440101540125252	0.284984239393479	0.236280391214629	-0.155230574884027	-0.00329268857093307	-0.314866817336501	-0.0141692785498743	0.141343685664661	0.229871878226504	0.0651054833522462	0.094719031344406	-0.137045585616842	0.071072450484394	0.0224153993089341	0.0304003817750309	-0.244337203660362	0.034683900413645	-0.121389621647648	0.0399165295169098	0.117614354855162	-0.283263107426122	0.18150268084381	-0.155918148145935	-0.0502300340083282	-0.0178055595222685	0.0527984266765675	-0.0437048195792574	0.0313361006217097	-0.0335124430561339	-0.155314282364252	0.0182675759264333	0.148702308185204	0.0626657302506314	-0.0242654503209972	-0.0165505691632201	-0.00606170279479912	-0.0216137161437056	-0.0138877267617361	-0.0268011784150733	0.0313430305859881	-0.0131534927842326	-0.0209509222460727	-0.0361109320292901	0.00243228766411685	-0.015098365650185	0.0222001268146798	0.0385591396763458	0.0207457312801456	0.19154382328959	-0.060267380001276	0.0548390857737656	-0.0143601799510515	-0.0444713499071906	-0.0207240689176847	0.0229930376847228	-0.00775546324713368	0.00235312135966921	0.00858649241788973	0.013163499412111	-0.00751466900188789	-0.012264087406369	0.00350891483075717	-9.51614726744052e-07	-8.08526829153137e-07	6.34141978592993e-07	5.35666807728903e-07	-3.16959102914456e-07	-3.5390725228025e-07	-2.92288562154249e-07	-5.07965035813406e-09	-1.82337746483932e-08	-6.02742911294832e-08	9.1383301371248e-08	-5.14569021792882e-08	1.87053675723471e-17	-5.60041906601764e-18	6.06825762217983e-17	3.97999229869527e-17	-1.90420440170964e-17	5.36966772499831e-18	3.60219562503722e-18	-4.22302708221447e-17	6.69878610391529e-17
